restau_name,reviews,zip
Baiocco,This place is amazing! When we arrived there were no tables but they said just a few minutes. One of the owners I'm assuming came over and asked if we...,33137
Taco Rico Tex-Mex Cafe,Taco Rico might as well let me claim them on my taxes. My kids beg to eat here at least once a week. Their chicken quesadillas were the perfect intro to...,33126
Taco Rico Tex-Mex Cafe,"Getting here is easy, it's right next to the Chili's and Hooter's. There is ample free parking.

The experience consists of going to the counter and...",33126
Taco Rico Tex-Mex Cafe,"Loved it. Quick service with a smile. Everything is house made. Very tasty salsa bar and fresh chips. 

Had the carne asada and fish tacos- fantastic....",33126
Mondu,"Really cool little spot downtown. The arepa sandwich is fresh and tasty, especially with the garlic sauce. If you order a side of fries it's a full meal....",33132
Mondu,"This was my first time dining at this place.
At first impression as I walk in, very nice, relaxed and welcoming environment.
But, I thought it was a burger...",33132
Mondu,"You really can't beat the prices, and the menu has a lot of variety.

Service is sooooo slloowwwww. Definitely come with time, which I know it's hard to do...",33132
Chick-fil-A,I can always count on tasty chicken sandwiches with fresh delicious ingredients at Chik Fil A and it was no different here. The staff are all polite and...,33178
Chick-fil-A,Yet another great ChickFila location. The service was outstanding right from the start. We ordered a salad and grilled chicken sandwich and they were made...,33178
Chick-fil-A,I am obsessed with Chick-fil-A it's the only fast food I allow my daughter to eat this location is in the Heart of doral so very busy. I like how they had...,33178
Blue Matisse,Blue Matisse has been on my radar now for a long while and I'm so glad that I decided to go with two others while in the Doral area for lunch. Upon...,33172
Blue Matisse,I came here actually because it had good reviews on yelp but we tried a fish fillet here and some appetizers and we did not like it at all. The people were...,33172
Blue Matisse,"Fabulous experience. I asked them if I could bring food for a child who had allergies & they said yes. We were 8 people, the drinks were nice and strong,...",33172
Los Gallegos Restaurant,"I hadn't been back to this Restaurarnt for years since the original owners sold it.. I ran into a familiar face ""Victor"" who used to serve me back...",33155
Los Gallegos Restaurant,"We love going there the food is consistently great, my favorite place to invite friends. I call my now friend/waiter/server Domingo and all I say is, I need...",33155
Los Gallegos Restaurant,If I can give this place a -0 I would. Today I wasn't feeling well and decided to order a soup and white rice. I usually don't do take out but today was my...,33155
Bon Fromage,$1 tacos for Cinco de Mayo did not disappoint! Awesome chicken tacos and $3 cervezas. Yum! I'm definitely coming back to give them a try for their regular menu.,33131
Bon Fromage,"We went this Saturday, 5 de Mayo, to this very cute place on Brickell. 

They had an offer of $1 chicken tacos and it was a perfect excuse to visit this...",33131
Bon Fromage,"TERRIBLE SERVICE DON'T WASTE YOUR TIME!

I ordered a glass of wine here and sat outside on their deck, I had only about 2 sips until a bug flew in my glass....",33131
Jimmy'z Kitchen Brickell,Ordered the Churrasco Chimmichurri Mofongo and it was great!  Searched on Yelp for a delicious place to eat that I wouldn't normally be able to find at home...,33130
Jimmy'z Kitchen Brickell,Where to start? The staff is great. The food is delicious and they make the best mofongo in the whole Miami. Everything they make is a delice from the...,33130
Jimmy'z Kitchen Brickell,"Whenever I'm in the mood for delivery to my apt, Jimmy'z Kitchen is always one of my top picks. My previous delivery orders have all been on time, and have...",33130
La Loggia Ristorante & Lounge,"Great place, great environment and great attention. I try the Fruto Di Mare and it was so great than I'm looking forward to go again. Great place to watch...",33130
La Loggia Ristorante & Lounge,"We went to lunch here as a group. While the place is nice and clean and the food was really good, I was disheartened and a little shocked that our waitress...",33130
La Loggia Ristorante & Lounge,"I went there after work for Happy Hour as it's close to my work.  I was told it was an ""attorney hangout"" which is what as I was looking for in the hope of...",33130
Brasserie Brickell Key,Awesome dinner here! We wanted to do something a bit more casual and low-key and this place didn't disappoint. We had a wonderful waiter who made the...,33131
Brasserie Brickell Key,"Nice little spot in Brickell Key for lunch. My first time here and the food was good, but the service wasn't as fast as it could have been. Nonetheless I...",33131
Brasserie Brickell Key,"I ordered the Tropical Salad (combination of fresh arugula & spinach, valencia and mandarin oranges, shaved parmesan cheese, sliced almonds served with...",33131
SoCal Cantina,"I absolutely LOVE this place!! 

I have been to ""Dolores but you can call me lolita"" dozens of times and I always thought this place was just an outdoor bar...",33130
SoCal Cantina,"Located right next to Dolores, But You Can Call Me Lolita, it maybe part of the same businss as they share the interior space together I believe.

I wanted...",33130
SoCal Cantina,My go to late night drink/taco spot when I'm in Miami. The tacos are flavorful and the drinks are delicious. I like the options and the overall vibe. It's...,33130
El Patio 305,"Exactly what I was craving , some good Cuban cuisine. 

This is a delayed review. I didn't take any photos because my phone was dead while I was there but...",33145
El Patio 305,To begin we walked in and had to wait at least 5 minutes for someone to realize we needed to be helped. Our server was terrible. We ordered mondongo and it...,33145
El Patio 305,From the moment I arrived the food smell had me at hello! I ordered the El Patio305 Churrasco with a side of rice and beans and an arepa with cheese -...,33145
Moe's Southwest Grill,"Good place to have lunch with coworkers, no place for dating, it's a clean place, food is nice better than chipotle I believe. I did not have the chance to...",33172
Moe's Southwest Grill,I like Moe's.....usually. The restaurant was your typical Moe's. All the things in the same place. Although the salsa bar was a little too close to the...,33172
Moe's Southwest Grill,"During a long morning of Black Friday shopping, we came here to re-energize ourselves and have a bite of Moe's. And what's best then that ball of energy if...",33172
Manolo And Rene Grill,"This is my favorite downtown eatery has a little bit of everything, wonderful staff and great management, Eddy Lirio is a true professional and values all...",33132
Manolo And Rene Grill,"It's open 24Hrs, so for that late night, need something to eat it's great. Place is clean. The one thing they need to step up is the steak sandwich, it's...",33132
Manolo And Rene Grill,"This small, friendly Cuban-Lebanese deli has wonderful ""home""-cooked food. Highly recommend the schwarma platter and the 5-star hummus. Very warm, local...",33132
Di Papa's Italian Restaurant,This used to be my go to pizza spot. I order pizza at least twice a week but I've stopped since I noticed the quality of their pizza started to head south....,33176
Di Papa's Italian Restaurant,I used to love this place. It is always good to have multiple options on nights you want to eat out or not cook. This was one of those places that was on my...,33176
Di Papa's Italian Restaurant,"Soo my son and I went in instead of our normal take out and delivery! Great service everyone seems to know everyone, very family friendly.

I ordered my...",33176
Moon O Sushi,"I have been going to this establishment for over 10 years. 

I have since moved to Los Angeles and whenever I come home I make sure to go eat here! Best...",33155
Moon O Sushi,"Given the good reviews, we thought we'd give this place a try. Sushi was not that good. Average at the very least, and not bad if you need a sushi fix....",33155
Moon O Sushi,Sushi is like no other. Fresh and delicious . Staff has been there for so long. Try spicy Japanese salad like Japanese ceviche . The rolls are priced...,33155
Green Plate Asian Bistro,Ordered take out from here and it was delivered pretty fast considering how long sushi usually takes. The volcano roll is amazing! It has this crab salad...,33178
Green Plate Asian Bistro,"Beat sushi place in Doral. Extensive menu of Japanese, Thai and Korean options.

I had the sushi bento box from their lunch menu and it was delicious.",33178
Green Plate Asian Bistro,The place's decor is really really amazing. Modern and traditional at the same time. The use of wood with it's curves gives a nice warm feeling. Went there...,33178
The Asian Kitchen,This place is excellent! Never had a bad experience here. We've eaten more than 10 times here and the food has always been consistent.  The food is always...,33155
The Asian Kitchen,Address mixup and I didn't get my lunch. Went over to the restaurant to get a refund and they were most polite and kind in making my order on the spot. They...,33155
The Asian Kitchen,I have been eating here for some time and the food has always been good. However we recently had a order placed on line for delivery. Be aware there is...,33155
Philly Grub,"I was broken hearted when my favorite cheese steak place in Ft Lauderdale closed. I thought I could never love another. But then I found Philly Grub, and I...",33127
Philly Grub,"Kind of a 3.5 for me right now, but ordering differently could make it a 4, so they get the benefit of the doubt here.  I got an original with whiz, onions...",33127
Philly Grub,"2 Stars, only for the memory of how good the food was when this place first opened...but what a disappointment it was today.  When I first visited, soon...",33127
Disco Fish Restaurant & Grill,We thoroughly enjoyed Disco fish! The shrimp creole was excellent. The fish soup was delicious! Love the bread! The service is friendly and helpful. I...,33144
Disco Fish Restaurant & Grill,"Ever walk into a restaurant and know everything is going to be terrible? 

Im not sure which was worse: the food or the service. On top of the fact that it...",33144
Disco Fish Restaurant & Grill,The food is beyond my expectations. I order dozen of oysters..fresh and reasonable price . surprisingly we tried seafood platter ..the combination of...,33144
Brio Tuscan Grille,"Came again on Sunday dinner it was slow some tables been here 21 minutes still no bread waiter slash bartender disappeared??  

Bread 22 minutes now staff...",33172
Brio Tuscan Grille,"Came to Brio for brunch today and this had to be the absolute worst service in the world! Elizabet was our waitress. 

It took 45 minutes and for me to grab...",33172
Brio Tuscan Grille,I really enjoy coming to this location. The first time I went to Brio I visited the location in Pembroke Pines and I was very impressed with the affordable...,33172
Old Lisbon Restaurants,"Upon entering the restaurant, we were greeted and sat within seconds. If available, you do have some outside seating if of course Miami weather seems to be...",33143
Old Lisbon Restaurants,"I have been to this Sunset location for convenience.... my favorite keeps on being on coral eau. Having said that, food here is very good. 

When I come to...",33143
Old Lisbon Restaurants,Great Food!  Parking is tough but worth the effort. We only stopped by as we were in Miami. If you love grilled sardines this is your place.,33143
Sakura Japanese Restaurant,"Restaurant is very small but cozy. It has the feel of an older Japanese restaurant. They even give you want towels at the beginning of the meal. 

Sushi is...",33156
Sakura Japanese Restaurant,This is a small Japanese restaurant in Pinecrest and it's a great find! I was recommended by the owners at the coffee shop next door and I finally stopped...,33156
Sakura Japanese Restaurant,Very small spot the inside is very homey. Lunch special was okay. I'm assuming they were understaffed today because when I went it took forever to get our...,33156
Mixto Books and Bistro,"Last night we had the pleasure of have our memorable Wedding Rehearsal Dinner at MIXTO! The second our family and bridal party walked in, their faces were...",33166
Mixto Books and Bistro,I had seen this place during renovation / construction a few months back when eating at one of its neighbors but had not had the chance to go back until...,33166
Mixto Books and Bistro,"I have had my eyes on this place since I first found out about through social media. For one reason or another, every time I planned to go something would...",33166
Bellacapri By Anacapri,If you're looking for a truly good Italian meal you can't go wrong here. The food is delish and their service is excellent and very attentive. Highly...,33126
Bellacapri By Anacapri,"Very cute and small place.  Food was good - bruschetta was fresh and my pasta was tasty.  Dessert was also good.

Staff was very friendly. Very personal...",33126
Bellacapri By Anacapri,Went on a Tuesday night at 7pm right before it got busy. One waitress and one busboy. Cozy and clean and comfortable. Generous portions of soup salad...,33126
Umami Asian Cuisine,"We went to this restaurant tonight and ordered 3 appetizers( seafood salad, chicken liver, Edmame) and a main meal - Boat for 2.

the food is very fresh and...",33172
Umami Asian Cuisine,"Came here last night, Thursday around 8ish.
No wait... No crowds 

Our waitress was named Lucy she was very attentive and nice. We ordered everything at...",33172
Umami Asian Cuisine,"Just a quick update... we come regularly to this location of Umami, and there is never a bad experience. Food and service is very consistent.

Food is well...",33172
Charcoal Garden Bar & Grill,"This place is incredible. Very chill, good vibe, spacious tables. Great place for a big group. 
Tapas style so it's great for sharing appetizers or even...",33127
Charcoal Garden Bar & Grill,"I'm a sucker for outdoor restaurants even though Miami can get brutally humid. With that said, Charcoal is worth braving that humidity -- the food is...",33127
Charcoal Garden Bar & Grill,"Visited Charcaol for brunch on an early Sunday morning... 

Charcoal is located right next-door to and attached to Wynwood Yard. Great atmosphere and chic...",33127
Papa Piccolo Pizzeria,"HECTOR IS BACK!! Bad owners left and now Hector is the new owner. I stopped by couple days ago and Hector is hard at work getting ready to reopen Friday,...",33143
Papa Piccolo Pizzeria,"The new owner left and HECTOR has taken it over.  Should be open soon, but not only will Hector be there all the ti e he is the one in charge!!!!",33143
Papa Piccolo Pizzeria,This is probably my favorite pizza delivery place in Miami. Beats any corporate chain and holds their own against other local gourmet Italian restaurant.,33143
BND Burger,"My favorite go to spot in wynwood!! I love the waygu beef burgers and the quesadillas!!  Im still surfing the menu.  I havent been disapointed  yet! 

Also...",33127
BND Burger,"Ok, so from the photos I saw on here of this place looks totally different. I didn't see any burger wall at all. I walked in and it's kind of confusing at...",33127
BND Burger,I was at wood tavern with some friends and one of them wanted to eat and we came across this place due to the convenience of it. I was very disappointed to...,33127
Sports Grill - South Miami,"This sports grill location feels pretty similar to any other sports grill, if anything it's slightly smaller.
The wings at sports grill are the best you're...",33146
Sports Grill - South Miami,"If you are in the mood for a sports bar, this is as good as they come. Good wings and variety of choices. There are other things on the menu too. The fries...",33146
Sports Grill - South Miami,Waffle fries are bomb. Loaded tots are also bomb. My burger was pretty bad but my boyfriend loved his so I just made the wrong choice in burger (Swiss &...,33146
Fritanga Y Raspaderia Nica,"By now this is probably the best and most delightful Nica place in town, delicious food and awesome service by everybody, I definitely will go back soon.",33174
Fritanga Y Raspaderia Nica,"If you're ever in Miami - and interested in no frills Nicaraguan or Central American food - I HIGHLY recommend this place. Especially meet Julian, their...",33174
Fritanga Y Raspaderia Nica,"Whether you're Nica or not, you NEED To try this place.

Prices are great

They cook and serve you like if they were your mom.

The place is small, so it's...",33174
Beaudevin,Was walking to my gate when I saw what I thought was a mirage.  A wine bar at MIA???  Naaahhh couldn't be!  I decided to walk towards it and see if perhaps...,33126
Beaudevin,"I haven't been to a restaurant in an airport that didn't disappoint my expectations. Until now. 

I'm sorry but I don't care if I'm flying, I still expect...",33126
Beaudevin,Amazing food! Small plates are the size of entries so don't go crazy. Service was perfect and food blew us away.,33126
Salsa Fiesta,"Sad to say I have worked at University of Miami's downtown medical campus for about a year, and have not tried Salsa Fiesta until today. After working a...",33136
Salsa Fiesta,"Fajitas with lettuce wrap highly recommended... best margaritas in Miami hands down. 

Happy hour is amazing you have pay a visit buy 1 get 1.",33136
Salsa Fiesta,Salsa fiesta is a great lunch spot for the busy traffic of downtown hospital corner. I have been coming here for the past three years and haven't been let...,33136
3 Chef's,"Im a very frequent flyer here. I order lots of lunch from this spot and I also order their bubble tea. 

Their food is fresh and always hot, saucy and...",33130
3 Chef's,"If you like flavorful food, don't eat here. The actual worst Chinese food. Everything is just...relentlessly bland. Their lo main noodles are literally just...",33130
3 Chef's,"(Can't give it 5 stars because I haven't tried the food YET)

I've had Bubble tea at MANY different places..I'm always trying to find new Bubble tea spots.....",33130
Christy's,"I came to town to visit my family for the holidays and we had to go to Christys before going back to Germany. It was a Saturday night, we had reservation...",33134
Christy's,"This place is classic, old-school Miami. One of my favorite spots to either have a nice steak meal, or just grab a drink at the bar and nosh on some short...",33134
Christy's,"We were there for date night. 
PROS: The ambiance and design is warm, clean as well as inviting. We had reservations and they were running behind 15...",33134
Paseo Catracho,"Service is fairly good. Quality of the food is amazing, really worth the price. Highly recommend this place.",33126
Paseo Catracho,"This place has three locations. This one is located in the tiniest shopping strip, and if you find parking luck is on your favor. Their sign is broken, so...",33126
Paseo Catracho,"If you live in this area, this place is absolutely a delight for Hondurian or just Central American food in general. Absolutely a must try. Their pupusas...",33126
Pipo Burgers on Wheels,Let me tell you! I just don't eat anything at anyplace. I choose very selectively on the food I put in my month. I have never eaten out of a food truck...,33166
Pipo Burgers on Wheels,Best food truck ever!!! Excellent hamburgers!!! Everything there it's so delicious you wanna move there!!!! Try the fritiburguer with the cheesy bacon...,33166
Pipo Burgers on Wheels,"Decided to give this place a try for take-out as it is close by my house. I wanted to call in my order so it would be ready to pick up, but they don't have...",33166
Naked Lunch,"Naked lunch , what a cool and funky name! Today was my first time dining here accompanied with some coworkers. Man let me tell you I was glad we came! This...",33136
Naked Lunch,"Naked Lunch is a solid 4 stars with high quality food, inventive but accessible menu, friendly staff and cool atmosphere. I've come here for lunch so I...",33136
Naked Lunch,"I really don't know how to start this review, I had a very interesting visit. I purchased a voucher through Groupon since I was always a little curious...",33136
Burgerim,"I'm in love, and it's name is Wagyu California with an egg on top! Got the recommendation to come here from a freind after raving about all the choices...",33144
Burgerim,"My family & I have been wanting go since they opened, but between one thing & the other we hadn't had the chance until last night! We regret not going...",33144
Burgerim,"I hope you aren't hungry because this place is more of an appetizer for where you're ACTUALLY going to go eat 
Flavor 7/10 
QUANTITY 1/10",33144
Dave & Buster's,"Competition? Count me in! Who doesn't love playing games? Especially when you're winning! 

I love D&B because winning is my favorite thing to do and they...",33172
Dave & Buster's,"Not bad for an arcade joint
Steak salad is pretty good
Ask for a Scooby snack drink at the bar they are tasty.",33172
Dave & Buster's,"I really don't like this place. Let me start the review by making that clear. Reasons: the bathroom stinks HORRIBLE, the floor is sticky and the food is...",33172
Pega Grill,Our group was seated almost as soon as we entered. A hostess also brought the specials board to our table while we were deciding what to eat! Our group for...,33131
Pega Grill,This was my first time coming to Pega Grill. It will not be my last but I must say I will not put it past the staff to skimp me in the future as they did...,33131
Pega Grill,This place has been around for a while so that means that the food has to be good & consistent.  I had the gyro.  It was delicious!  I didn't get fries but...,33131
Spoleto,"Great food. Great atmosphere. Great price. 

I went to Spoleto recently and am planning my next trip back. I had heard such great things about Spoleto and...",33156
Spoleto,When I found out that this new place opened everyone was on top of me about going to try out this new place at Dadeland especially that I work at Dadeland!...,33156
Spoleto,Another in what I guess is becoming a thing in which you assembly line your food. You start by choosing your pasta and then the ingredients that will go...,33156
Sushi Maki,"I'm glad I went to this Sushi Maki location. I had it in my bookmark and we had a good time there in the first day of the year. 

I had a bento box...",33133
Sushi Maki,"I frequent this sushi restaurant because it's conveniently located near my job. So I often go for lunch. Although I sometimes take the food to go, my...",33133
Sushi Maki,"I was debating in the number of stars for this place... And 3 seemed  reasonable, under the circumstances. 

If you know me, you know I love sushi places;...",33133
El Taquito ll,This is not your Miami's fancy restaurant with a sophisticated and overpriced Mexican food menu; this is just straight awesome simple Mexican food that...,33135
El Taquito ll,"The server was nice enough, and the food was not bad.  That's about where the good things stop.  

The taco al pastor was good and well priced. 

The...",33135
El Taquito ll,"Great service, our server Carolina was friendly and was very attentive.  We had vegetarian food, fresh and delicious.  The Margaritas were delicious. We...",33135
Candela Gastrobar,"I've gotta say, I try to make a stop here every time I come in to Brickell.  The first time I came here it was for their aggressive happy hour specials,...",33130
Candela Gastrobar,"*****DO NOT ORDER FROM THIS RESTAURANT!!!*****

Waited over 2 hours for a delivery order and then it was canceled. No one answers the phone. Possibly a...",33130
Candela Gastrobar,"Can't speak about the food as I never received it - made an order on seamless, was confirmed and was later provided a tracking time. 2 hours later no food....",33130
Pizza In Fuga,"This is as good as pizza gets from a food truck (because it's cooked in a a brick oven!) I ordered the NYC pizza yesterday, and it was jam packed with fresh...",33127
Pizza In Fuga,"What I can say about it?!? 
I was so happy to have a truck that make pizza under my new condo that I try their pizza the same day I moved...no clean at all,...",33127
Pizza In Fuga,Purchased a pizza at the boat show today and the pizza was dripping with tomato sauce. We asked to add extra cheese or even make another one with less sauce...,33127
Kokai Sushi & Lounge,I picked a random sushi places with decent reviews and boy was I surprised! Don't be fooled by the outside appearance of the strip mall. This sushi spot is...,33172
Kokai Sushi & Lounge,The staff is very friendly and we got our food relatively fast. The waiter and the manager were very kind and always asking if we were ok. I had the veggie...,33172
Kokai Sushi & Lounge,"Found this place place online and was pleasantly surprised. I'd call its Japanese sushi with a Venezuelan twist. The food was really good, I dunno if it's...",33172
Maido Japanese Restaurant,This place is terrific! The service is always on point and friendly. My sister and I sat with a Latino girl who was extremely warm and welcoming. I...,33178
Maido Japanese Restaurant,"We were craving ramen and were hoping that this place would be decent. The ramen was....quite disappointing. We ordered the tonkotsu ramen, and right away...",33178
Maido Japanese Restaurant,"Really good authentic Japanese cuisine. 

We had mostly sushi and it was all very fresh. Portions seemed a little small but overall a place that is nice to...",33178
El Rey De Las Fritas,Ever since i was a little girl i remember coming to Miami from Jersey craving one of these fritas! Idk how they make them so freaking delicious because lord...,33174
El Rey De Las Fritas,"If your in Miami and you want try an authentic Cuban type burger, you must try a Frita.
El Rey De Las Fritas has several locations in Miami.
The best Fritas...",33174
El Rey De Las Fritas,"My second visit to Miami, so I made sure I tried everything Cuban. A lot of outsiders like myself really do not know the influence Cuban culture has over...",33174
Sabor Latino Cubano Criollo,"Trying to expand my Cuban cuisine knowledge and this place came up on my radar (thank you fellow yelpers)!

I love the decor... it feels old school. Place...",33155
Sabor Latino Cubano Criollo,"Perfect little Cuban gem!!! Authentic Cuban food, an amazing selection available daily. The Catina is a wonderful price and so convenient. The open early...",33155
Sabor Latino Cubano Criollo,"I really do not understand the great reviews for this place. First, I called to place my order and they told me they don't deliver to where I'm at. I...",33155
Changs Chinese Restaurant,"TLDR - Chinese-family approved :D

Chang's is a pretty solid option if you want some good Chinese food. My family has been going here for a couple years now...",33165
Changs Chinese Restaurant,"Great atmosphere for a conversational family dinner. Friendly for Asian and American families. 

The food is definitely Chinese style, but does serve some...",33165
Changs Chinese Restaurant,Went to eat at this restaurant and the food was great up until the point the shrimp had a hair wrapped up in it. The waitress was in front of me as it was...,33165
Dickey's Barbecue Pit,There's not many bbq spots in this area & the ones that do exist kinda suck. This place is just a cute little spot in a shopping plaza on the northern end...,33174
Dickey's Barbecue Pit,"Just had lunch here and I decided to get the ""Pit Boss Deal"" since it included 2 meats and a side with drink. 

When I saw the portions when I was paying, I...",33174
Dickey's Barbecue Pit,"I'd love to give them 5 stars but a few things need improvement. The pulled pork and brisket were really good, I really like how their bbq sauces are served...",33174
Food Dude,Came by during Art Basel weekend so it was definitely a bit chaotic in Wynwood in general. I walked by the truck during Reggae Sundays and the smell...,33127
Food Dude,"Ordered ""The holy trinity"" with tostones, through Ubereats . Delivery time was pretty fast. Food smelled amazing. Altdhough the meal as a whole was somewhat...",33127
Food Dude,"Overall,

Food Dude is a solid food truck. Their prices are fair and their portions are large. You wont finish their burger and still be hungry. 10oz is a...",33127
Bollywood Masala,"This place is delicious! I ordered the chole wrap, 2 aloo samosas, and a drink.
I ordered pick up and it was quick, ready in 10 minutes. I love Indian food,...",33143
Bollywood Masala,"I try to cool down before giving out 1 star reviews, but its been a couple of days and I still cant believe this went down on Saturday. 

I was looking for...",33143
Bollywood Masala,"Have you ever wondered how ""fresh"" your food is? Well, I received an order from this restaurant tonight, which I placed through Yelp, and was highly diss...",33143
Kampai Japanese Restaurant,"I live about 5 mins away from this place and had no idea it existed, even though I've driven past it a million times! My boyfriend was the one who told me...",33173
Kampai Japanese Restaurant,"Rude towards customers on wheelchairs
I have visited Kampai many times. Their food is very good.

That being said, I recently broke my ankle, but when I was...",33173
Kampai Japanese Restaurant,"The food there is really good 
But when I call to order there is a mean lady who gives attitude for no reason 
She should calm down 
Disgusting attitude",33173
Panna Doral,"Best tequeños! Everything is good: arepas, cachitos, panninis.  Orange juice is always fresh.  Deliveries are fast and great customer service.   Last visit...",33178
Panna Doral,"I actually enjoyed the food here. 
It's kind of a small chain restaurant here in South Florida. Brings back food from home and I miss it  sometimes. 

Food:...",33178
Panna Doral,"Small jewel in Doral, which has been open for three year but now new to my knowledge and just cant get over. This is our Sunday breakfast area for my recent...",33178
Hard Rock Cafe,"I love the rock memorabilia. Lots of things to look at. 

I got chicken fajitas and they were good. Guacamole was really good.",33132
Hard Rock Cafe,"Amazing food
Cauliflower veggie burger, fries and margarita pizza
Loved the food and the ambience.",33132
Hard Rock Cafe,"Overall, I had to give this belo zero extra for because it gets too slow and overcrowded without able get it  through for good seats it take up mro than...",33132
Sushi Maki,"The fifty roll is just amazing! We order for entrance edamame and they were really good, also the fried rice with shrimp and meet it's delicious too. The...",33134
Sushi Maki,"Good food and service. Their online ordering system is my biggest nightmare. So is parking, but in the Gables its expected.

I love their Nigiri sampler and...",33134
Sushi Maki,"I am beyond late only getting into the sushi craze now.

That said, I ordered sushi for lunch late last week. Doing some searching around, I found Sushi...",33134
S & S Diner,"Plain and simple.. Great breakfast, delicious food,awesome spot, welcoming friendly staff, and good service. Lots of menu options. Overall great place to...",33137
S & S Diner,The S & S Diner is a Miami staple.  I have now been to their prior location on NE 2nd and now their new location on Biscayne.  Question - are the big red...,33137
S & S Diner,Warmful service especially with Simon there to have brunch in such a small restaurant. We will not forget the experience and hope to go back again soon.,33137
Islander Bar & Grill,"So I'll begin with the good! 
Hostess & server, Jessica were so friendly and helpful! My husband got the 14 oz ribeye that is on special. It was cooked...",33166
Islander Bar & Grill,"I don't regularly review, but my experience here warranted one.  My husband and I wanted to grab a bite and some drinks on our way to our first kid-free...",33166
Islander Bar & Grill,"We had fish, red snapper. It was pretty good, and we're picky about fish. Apparently they don't have red snapper everyday but it comes in fresh when they...",33166
Rice Mediterranean Kitchen,"Ordered online so I wasn't able to go inside and feel how that is but I do have to say, I got everything I asked for in my order and when I got it, it was...",33143
Rice Mediterranean Kitchen,"Every single time we order from here there is something missing from our order!! Not once have I received a complete order, and 3 strikes is enough for...",33143
Rice Mediterranean Kitchen,"After three failed attempts to order online (first Uber Eats, then Eat24, and finally their own website) our determination to have a semi healthy and...",33143
Terramia,"My review is based on an UberEats order. I wanted a light pasta dish on my day of hibernation, and looked for Italian places. The delivery did arrive within...",33137
Terramia,I went for the second time last night for my mother's birthday. The food is delicious and the service is outstanding. Quickly becoming a favorite go to....,33137
Terramia,"Always nice to come back to Miami and have dinner here.
Chef is charismatic and creative in his dishes, just tell the staff or him directly what you want...",33137
Hooters,"We get takeout from this Hooters location about twice a week. Good food, good prices, cold beer and margaritas... 

Sally and the rest of the girls are...",33145
Hooters,"I absolutely love the service here the girls are always smiling willing to assist you, your food is made to order Hot,fresh, and delicious. Thumbs up guys...",33145
Hooters,"When your date picks Hooters for a late lunch / early dinner date, you know you're one lucky dude! 

We stopped here Labor Day after shopping for a friend's...",33145
Shaddai 305 Wings,"TLDR - 

Automatically became my favorite wings spot in Miami. Small place, but perfect for any Miami sports fan looking for what are easily some of the...",33156
Shaddai 305 Wings,"""Gordon Gekko: I GAVE you Darien. I GAVE you your manhood. I gave you EVERYTHING! 
Gordon Gekko: You could've been one of the great ones Buddy. I looked at...",33156
Shaddai 305 Wings,Came here for lunch a while back to try out the new place because we already love Shaddai so much. We were a group but the only ones in for lunch at the...,33156
POKÉBAR,I'm giving this place 5 stars and here's why... $1 buns! The incredible buns that are soft and just melt in your mouth are $1 here on Tuesdays ONLY! They...,33146
POKÉBAR,"Had a quick lunch at Pokebar on a Tuesday afternoon. I ordered a large Custom Poke Bowl with Yuca Chips on the side.

Quality
Having now been to numerous...",33146
POKÉBAR,"Loved this place!
Went for a snack, shared it with my husband at lunch- then went back for a delicious dinner!
GREAT PLACE!  Nice people!
We will be back...",33146
Downstairs,I think I've passed by this convenience store like a million times but I always thought it was just that until I saw it on yelp. The sandwiches looked...,33146
Downstairs,Great sandwiches that are made-to-order with all the greatness that comes along with a Boar's Head sub alongside an extremely varied beer and wine selection...,33146
Downstairs,"I stopped here a few times before for snacks and the occasional arepa or empanada but today decided to try a sandwich and I am so glad I did! 

To start,...",33146
Imperial Tea,"Super delicious tea and such a huge cup! My tea was creamy, flavorful and had fun bobo in it :). 
I only wish this place was in Naples! We need a great...",33156
Imperial Tea,I'm so glad to have found this place which seems to be an authentic Taiwanese cafe. The teas are pretty big and really good.  They use real tea in all of...,33156
Imperial Tea,"I like Imperial Tea quite a bit. My three star rating is due to a lack of consistency. From visit to visit, I find that the sweetness of the tea varies...",33156
Los Paisanos Restaurant,"Exactly what I wanted, authentic Mexican food for a good price. No fancy frills or gimmicks, just an incredibly gracious and  helpful staff who wants...",33130
Los Paisanos Restaurant,What I love about this locale is that the portion sizes are HUGE. You get so much food for your money it's not even funny. The coconut fish here is my...,33130
Los Paisanos Restaurant,There is a lot of food in a single serving both for appetizer and entree. We ordered meat & seafood and coconut fish. I recommend both of them.,33130
Bistro Bul Go Gi,"Well, I was majorly impressed. It was hard to find someone who wanted to head out this far to get some decent Korean, but I'm glad we made the effort. Where...",33172
Bistro Bul Go Gi,"Disclosure: We ordered On a Friday night, during the South Korean Olympic opening ceremony, I am certain they were inundated with orders, the red bean paste...",33172
Bistro Bul Go Gi,"Order the bibimbap bulgogi. 

Why?

It's probably one of the healthiest and cleanest dishes they offer. It's not overly seasoned and it's fun to eat....",33172
Mar Y Tierra,"Solid Peruvian food with great service, good Cuban coffee, and big portions at good prices, makes this place totally deserving of 5 stars. I will admit that...",33131
Mar Y Tierra,"I stopped here for dinner last night with a friend. We ordered the picante de mariscos and the churrasco mar y tierra. In short, I wasn't impressed. The...",33131
Mar Y Tierra,"I have walked past this restaurant over a hundred times, never giving it a second thought to try  because:
1) this place is located on Bum Alley (1 of 2),...",33131
