Restaurant Name,Url,Rating,Votes,Address,Source,Zip,check,new_zip
Sabor Peruvian & BBQ,http://www.tripadvisor.in/Restaurant_Review-g34438-d4837225-Reviews-Sabor_Peruvian_BBQ-Miami_Florida.html,,,"15420 Sw 136th St. Suite #2, Miami, FL 33196",TripAdvisor,33196,TRUE,33196
Substantial Sandwich Shop,http://www.tripadvisor.in/Restaurant_Review-g34438-d4206075-Reviews-Substantial_Sandwich_Shop-Miami_Florida.html,,,"10015 SW 72nd St, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
China Express,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192713-Reviews-China_Express-Miami_Florida.html,,,"5748 W Flagler St, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
El Exquisito Nuevo,http://www.tripadvisor.in/Restaurant_Review-g34438-d6534557-Reviews-El_Exquisito_Nuevo-Miami_Florida.html,,,"2372 Sw 16th Ter, Miami, FL 33145-2014",TripAdvisor,-2014,FALSE,33145
Bonsai Thai & Sushi Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d6516346-Reviews-Bonsai_Thai_Sushi_Restaurant-Miami_Florida.html,,,"15738 SW 56th St, Miami, FL 33185-5285",TripAdvisor,-5285,FALSE,33185
The Melting Pot,http://www.tripadvisor.in/Restaurant_Review-g34438-d466001-Reviews-The_Melting_Pot-Miami_Florida.html,"1,065 of 3,600",36,"11520 SW 72nd St, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Hermon Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d2306253-Reviews-Hermon_Restaurant-Miami_Florida.html,"791 of 3,600",3,"8410 W Flagler St, Ste 106B, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Shore Club Hotel,http://www.tripadvisor.in/Restaurant_Review-g34438-d3178104-Reviews-Shore_Club_Hotel-Miami_Florida.html,"158 of 3,600",30,"1901 Collins Ave, Miami, FL",TripAdvisor,"i, FL",FALSE,
Panna Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d5052736-Reviews-Panna_Cafe-Miami_Florida.html,,,"15421 W Dixie Hwy, Miami, FL 33162-6059",TripAdvisor,-6059,FALSE,33162
Monty's Raw Bar and Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d465704-Reviews-Monty_s_Raw_Bar_and_Restaurant-Miami_Florida.html,"724 of 3,600",217,"2550 S Bayshore Dr, Coconut Grove, Miami, FL 33133-4743",TripAdvisor,-4743,FALSE,33133
Machupicchu Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182234-Reviews-Machupicchu_Restaurant-Miami_Florida.html,,,"10855 SW 72nd St, Ste 27, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192745-Reviews-Subway-Miami_Florida.html,,,"10737 NW 58th St, Miami, FL 33178",TripAdvisor,33178,TRUE,33178
Mi Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182295-Reviews-Mi_Cafeteria-Miami_Florida.html,,,"13349 SW 42nd St, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207521-Reviews-Burger_King-Miami_Florida.html,"1,080 of 3,600",1,"10710 SW 72nd St, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Petit Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4988482-Reviews-Petit_Bakery-Miami_Florida.html,,,"824 NW 119th St, Miami, FL 33168-2337",TripAdvisor,-2337,FALSE,33168
Rosa Mexicano - Mary Brickell Village,http://www.tripadvisor.in/Restaurant_Review-g34438-d816853-Reviews-Rosa_Mexicano_Mary_Brickell_Village-Miami_Florida.html,"616 of 3,600",208,"900 South Miami Avenue, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Darlas Fresh Baked,http://www.tripadvisor.in/Restaurant_Review-g34438-d5422246-Reviews-Darlas_Fresh_Baked-Miami_Florida.html,,,"43 NE 3rd Ave, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
KFC,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181590-Reviews-KFC-Miami_Florida.html,"1,653 of 3,600",1,"5826 Bird Rd, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Cheescake Factory,http://www.tripadvisor.in/Restaurant_Review-g34438-d1158909-Reviews-Cheescake_Factory-Miami_Florida.html,"8 of 3,600",427,"Dolphin Mall, Miami, FL 33156",TripAdvisor,33156,TRUE,33156
Atlas Sandwich Company,http://www.tripadvisor.in/Restaurant_Review-g34438-d4855214-Reviews-Atlas_Sandwich_Company-Miami_Florida.html,,,"28 NE 14th ST, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
La Terraza Cafe & Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4178114-Reviews-La_Terraza_Cafe_Bar-Miami_Florida.html,"468 of 3,600",4,"1109 Brickell Ave, Miami Marriott Dadeland, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
McDonald's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182182-Reviews-McDonald_s-Miami_Florida.html,,,"7995 W Flagler St, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Rocket Grill and Wings,http://www.tripadvisor.in/Restaurant_Review-g34438-d4974297-Reviews-Rocket_Grill_and_Wings-Miami_Florida.html,,,"9485 NW 17th Ave, Miami, FL 33147",TripAdvisor,33147,TRUE,33147
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182391-Reviews-Subway-Miami_Florida.html,"382 of 3,600",9,"292 NW 42nd Ave, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
Rincon Antiqueno Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182075-Reviews-Rincon_Antiqueno_Restaurant-Miami_Florida.html,"1,002 of 3,600",1,"6521 SW 8th St, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
D-Dog House Restaurant & Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4003987-Reviews-D_Dog_House_Restaurant_Bar-Miami_Florida.html,"992 of 3,600",3,"50 SW 10 Street, Unit 46, Miami, FL",TripAdvisor,"i, FL",FALSE,
McDonald's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182037-Reviews-McDonald_s-Miami_Florida.html,,,"12198 SW 117th Ave, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Aventura Tropical Ribs,http://www.tripadvisor.in/Restaurant_Review-g34438-d4415864-Reviews-Aventura_Tropical_Ribs-Miami_Florida.html,,,"19501 Biscayne Blvd, Ste 3206, Miami, FL 33180",TripAdvisor,33180,TRUE,33180
Hoy como Ayer Bar and Lounge,http://www.tripadvisor.in/Restaurant_Review-g34438-d810505-Reviews-Hoy_como_Ayer_Bar_and_Lounge-Miami_Florida.html,"526 of 3,600",4,"2212 SW Eighth Street, Miami, FL",TripAdvisor,"i, FL",FALSE,
Gaby's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182293-Reviews-Gaby_s_Cafe-Miami_Florida.html,,,"1351 SW 1st St, Miami, FL 33135",TripAdvisor,33135,TRUE,33135
Groovy's Pizza Restaurant and Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d5451918-Reviews-Groovy_s_Pizza_Restaurant_and_Bar-Miami_Florida.html,,,"2985 McFarlane Rd, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
Mi Pueblo,http://www.tripadvisor.in/Restaurant_Review-g34438-d4203005-Reviews-Mi_Pueblo-Miami_Florida.html,"1,583 of 3,600",2,"10910 W Flagler St, Ste 101, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Cafe One Thousand,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182326-Reviews-Cafe_One_Thousand-Miami_Florida.html,,,"1000 Brickell Ave, Ste 103, Miami, FL 33131-3046",TripAdvisor,-3046,FALSE,33131
La Tinajita Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d5089623-Reviews-La_Tinajita_Cafe-Miami_Florida.html,,,"13690 SW 142nd Ave, Ste 29, Miami, FL 33186-6799",TripAdvisor,-6799,FALSE,33186
Plaza Seafood Market,http://www.tripadvisor.in/Restaurant_Review-g34438-d4607059-Reviews-Plaza_Seafood_Market-Miami_Florida.html,"1,139 of 3,600",1,"3114 NW 17th Ave, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182393-Reviews-Subway-Miami_Florida.html,"1,328 of 3,600",1,"8298 Bird Rd, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182141-Reviews-Burger_King-Miami_Florida.html,"1,603 of 3,600",2,"8770 Mills Dr, Miami, FL 33183",TripAdvisor,33183,TRUE,33183
Chung Heng Chinese Food,http://www.tripadvisor.in/Restaurant_Review-g34438-d911976-Reviews-Chung_Heng_Chinese_Food-Miami_Florida.html,"914 of 3,600",1,"2542 SW 27th Ave, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
Tiscapa Fritanga,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204392-Reviews-Tiscapa_Fritanga-Miami_Florida.html,,,"1281 W Flagler St, Miami, FL 33135",TripAdvisor,33135,TRUE,33135
Starbucks,http://www.tripadvisor.in/Restaurant_Review-g34438-d4730804-Reviews-Starbucks-Miami_Florida.html,"1,393 of 3,600",3,"4200 NW 21st St, Suite B, Miami, FL 33128",TripAdvisor,33128,TRUE,33128
Yupanqui Gilvey Corp,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207929-Reviews-Yupanqui_Gilvey_Corp-Miami_Florida.html,,,"981 SW 8th St, Miami, FL 33130-3705",TripAdvisor,-3705,FALSE,33130
CLR Roasters,http://www.tripadvisor.in/Restaurant_Review-g34438-d4203004-Reviews-CLR_Roasters-Miami_Florida.html,,,"2131 N.W. 72nd Avenue, Miami, FL 33122",TripAdvisor,33122,TRUE,33122
Sakaya Kitchen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4562547-Reviews-Sakaya_Kitchen-Miami_Florida.html,"385 of 3,600",7,"125 SE 3rd Ave, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Santa Rosa Restaurante,http://www.tripadvisor.in/Restaurant_Review-g34438-d4203006-Reviews-Santa_Rosa_Restaurante-Miami_Florida.html,,,"340 NW 12th Ave, Miami, FL 33128",TripAdvisor,33128,TRUE,33128
Kaori Sushi Express,http://www.tripadvisor.in/Restaurant_Review-g34438-d909034-Reviews-Kaori_Sushi_Express-Miami_Florida.html,"1,392 of 3,600",2,"100 S Biscayne Blvd Ste 116, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Latin American grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d5208199-Reviews-Latin_American_grill-Miami_Florida.html,,,"501 Marlins Way, Marlins Park, Miami, FL 33125",TripAdvisor,33125,TRUE,33125
Froots Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d5422259-Reviews-Froots_Miami-Miami_Florida.html,,,"4 W Flagler St, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182045-Reviews-Subway-Miami_Florida.html,,,"9546 SW 160th St, Miami, FL 33157",TripAdvisor,33157,TRUE,33157
"The Federal Food, Wine and Provisions",http://www.tripadvisor.in/Restaurant_Review-g34438-d2553271-Reviews-The_Federal_Food_Wine_and_Provisions-Miami_Florida.html,"406 of 3,600",40,"5132 Biscayne Blvd., Miami, FL",TripAdvisor,"i, FL",FALSE,
Ruby's Take Out,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207879-Reviews-Ruby_s_Take_Out-Miami_Florida.html,,,"13802 NW 7th Ave, Miami, FL 33168",TripAdvisor,33168,TRUE,33168
Casa Bakery Pizzeria,http://www.tripadvisor.in/Restaurant_Review-g34438-d2617755-Reviews-Casa_Bakery_Pizzeria-Miami_Florida.html,,,"8100 SW 8th St, Miami, FL",TripAdvisor,"i, FL",FALSE,
Chontales Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193988-Reviews-Chontales_Restaurant-Miami_Florida.html,,,"11180 W Flagler St, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Ceviche House Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4203019-Reviews-Ceviche_House_Restaurant-Miami_Florida.html,,,"13856 SW 56th St, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Johnny Rockets,http://www.tripadvisor.in/Restaurant_Review-g34438-d4998711-Reviews-Johnny_Rockets-Miami_Florida.html,,,"1455 107th Ave, Miami, FL 33172-2711",TripAdvisor,-2711,FALSE,33172
Vapiano,http://www.tripadvisor.in/Restaurant_Review-g34438-d3670411-Reviews-Vapiano-Miami_Florida.html,"268 of 3,600",38,"1221 Brickel Av, Miami, FL",TripAdvisor,"i, FL",FALSE,
Solerlahitte Inc,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193472-Reviews-Solerlahitte_Inc-Miami_Florida.html,,,"7744 NW 64th St, Miami, FL 33166",TripAdvisor,33166,TRUE,33166
Kamwah Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4732951-Reviews-Kamwah_Chinese_Restaurant-Miami_Florida.html,,,"12895 SW 42nd St, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Silvio's Downtown Bar & Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d3737340-Reviews-Silvio_s_Downtown_Bar_Grill-Miami_Florida.html,"801 of 3,600",25,"353 S.E. 2nd Street, Miami, FL",TripAdvisor,"i, FL",FALSE,
Dunkin Donuts,http://www.tripadvisor.in/Restaurant_Review-g34438-d5536581-Reviews-Dunkin_Donuts-Miami_Florida.html,"1,751 of 3,600",1,"14632 SW 8th St, Miami, FL 33184",TripAdvisor,33184,TRUE,33184
Denny's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207853-Reviews-Denny_s-Miami_Florida.html,"1,714 of 3,600",2,"9545 W Flagler St, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Gateaux Maison,http://www.tripadvisor.in/Restaurant_Review-g34438-d4712445-Reviews-Gateaux_Maison-Miami_Florida.html,,,"11629 N Kendall Dr, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
Olancho Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192712-Reviews-Olancho_Cafeteria-Miami_Florida.html,,,"240 NW 8th Ave, Miami, FL 33128",TripAdvisor,33128,TRUE,33128
Centro Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d839790-Reviews-Centro_Restaurant-Miami_Florida.html,"1,733 of 3,600",1,"1395 Brickell Ave, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Pega Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d6579289-Reviews-Pega_Grill-Miami_Florida.html,,,"15 E Flagler St, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Sonia's Seafood,http://www.tripadvisor.in/Restaurant_Review-g34438-d2017165-Reviews-Sonia_s_Seafood-Miami_Florida.html,"1,767 of 3,600",10,"7501 SW 8th St, Miami, FL 33144-4459",TripAdvisor,-4459,FALSE,33144
DiLido Beach Club,http://www.tripadvisor.in/Restaurant_Review-g34438-d638955-Reviews-DiLido_Beach_Club-Miami_Florida.html,"256 of 3,600",31,"Ritz Carlton, 1 Lincoln Road, Miami, FL",TripAdvisor,"i, FL",FALSE,
"Garden Eatin' Vegetarian Restaurant
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d1817227-Reviews-Garden_Eatin_Vegetarian_Restaurant-Miami_Florida.html,,1,"136 NW 62nd St, Miami, FL",TripAdvisor,"i, FL",FALSE,
Chipotle Mexican Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d887066-Reviews-Chipotle_Mexican_Grill-Miami_Florida.html,"417 of 3,600",30,"6290 S Dixie Hwy, Miami, FL 33143",TripAdvisor,33143,TRUE,33143
Hookah INN (Miami Dade),http://www.tripadvisor.in/Restaurant_Review-g34438-d4207574-Reviews-Hookah_INN_Miami_Dade-Miami_Florida.html,,,"10832 sw 104th Street, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
Calamari,http://www.tripadvisor.in/Restaurant_Review-g34438-d1370631-Reviews-Calamari-Miami_Florida.html,"196 of 3,600",85,"3540 Main Highway, Coconut Grove, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
Paella Express,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193469-Reviews-Paella_Express-Miami_Florida.html,,,"8353 W Flagler St, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Little Caesars,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193460-Reviews-Little_Caesars-Miami_Florida.html,"1,484 of 3,600",1,"13710 SW 56th St, Ste G, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Blue Collar,http://www.tripadvisor.in/Restaurant_Review-g34438-d2517155-Reviews-Blue_Collar-Miami_Florida.html,"13 of 3,600",96,"6730 Biscayne Boulevard, Suite # 130, Miami, FL 33138",TripAdvisor,33138,TRUE,33138
Dona Paulina,http://www.tripadvisor.in/Restaurant_Review-g34438-d916116-Reviews-Dona_Paulina_Westchester-Miami_Florida.html,"646 of 3,600",10,"8263 Bird Rd, Miami, FL 33155 (Formerly Dona Paulina)",TripAdvisor,lina),FALSE,
Coliseo Cantinas Y Comida Por Libra,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182177-Reviews-Coliseo_Cantinas_Y_Comida_Por_Libra-Miami_Florida.html,,,"7012 SW 87th Ave, Miami, FL 33173-2506",TripAdvisor,-2506,FALSE,33173
BBQ Chicken of London Square,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207940-Reviews-BBQ_Chicken_of_London_Square-Miami_Florida.html,"1,491 of 3,600",1,"12305 SW 137th Ave, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Seven Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d4765944-Reviews-Seven_Miami-Miami_Florida.html,"1,072 of 3,600",1,"28 NE 40th Street, Miami, FL",TripAdvisor,"i, FL",FALSE,
Janet's Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d937647-Reviews-Janet_s_Restaurant-Miami_Florida.html,"1,249 of 3,600",1,"2484 SW 8th St, Miami, FL 33135",TripAdvisor,33135,TRUE,33135
Brasileiro Steakhouse Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d4583109-Reviews-Brasileiro_Steakhouse_Miami-Miami_Florida.html,"1,090 of 3,600",25,"801 Brickell Bay Drive, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Jardim de Portugal,http://www.tripadvisor.in/Restaurant_Review-g34438-d2406958-Reviews-Jardim_de_Portugal-Miami_Florida.html,"101 of 3,600",26,"2960Sw Coral Way, Miami, FL 33145",TripAdvisor,33145,TRUE,33145
Europa Car Wash and Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d6412541-Reviews-Europa_Car_Wash_and_Cafe-Miami_Florida.html,"480 of 3,600",2,"6075 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Jasmine Sushi and Thai Cuisine,http://www.tripadvisor.in/Restaurant_Review-g34438-d3156957-Reviews-Jasmine_Sushi_and_Thai_Cuisine-Miami_Florida.html,"398 of 3,600",5,"1429 SW 107th Ave, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Sabores By Chef James,http://www.tripadvisor.in/Restaurant_Review-g34438-d6542637-Reviews-Sabores_By_Chef_James-Miami_Florida.html,,,"4100 W Flagler St, Miami, FL 33134",TripAdvisor,33134,TRUE,33134
KFC,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182249-Reviews-KFC-Miami_Florida.html,"1,416 of 3,600",1,"171 NE 166th St, Miami, FL 33162",TripAdvisor,33162,TRUE,33162
100 Montaditos Sunset,http://www.tripadvisor.in/Restaurant_Review-g34438-d4847103-Reviews-100_Montaditos_Sunset-Miami_Florida.html,"1,793 of 3,600",2,"5829 SW 73rd St, Miami, FL 33143",TripAdvisor,33143,TRUE,33143
Mi Peru Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207848-Reviews-Mi_Peru_Restaurant-Miami_Florida.html,"1,116 of 3,600",1,"1760 NE Miami Gardens Dr, Miami, FL 33179",TripAdvisor,33179,TRUE,33179
Sunnyside Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193427-Reviews-Sunnyside_Cafe-Miami_Florida.html,,,"13899 W Dixie Hwy, Miami, FL 33161",TripAdvisor,33161,TRUE,33161
Mi Propiedad Privada,http://www.tripadvisor.in/Restaurant_Review-g34438-d3826373-Reviews-Mi_Propiedad_Privada-Miami_Florida.html,"328 of 3,600",8,"690 SW 1st Ct Unit E Miami, FL 33130, Miami, FL",TripAdvisor,"i, FL",FALSE,
Latin Cafe 2000,http://www.tripadvisor.in/Restaurant_Review-g34438-d910546-Reviews-Latin_Cafe_2000-Miami_Florida.html,"257 of 3,600",50,"2501 Biscayne Blvd, Miami, FL 33137-4517",TripAdvisor,-4517,FALSE,33137
Lo de Lea Argentinian Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d1997843-Reviews-Lo_de_Lea_Argentinian_Grill-Miami_Florida.html,"66 of 3,600",35,"7001 Biscayne Blvd, Miami, FL 33138-5735",TripAdvisor,-5735,FALSE,33138
Restaurante El Familiar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370957-Reviews-Restaurante_El_Familiar-Miami_Florida.html,,,"1003 W Flagler St, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Denny's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182237-Reviews-Denny_s-Miami_Florida.html,"807 of 3,600",4,"15235 SW 137th Ave, Miami, FL 33177",TripAdvisor,33177,TRUE,33177
Aklan Cafe Atbp,http://www.tripadvisor.in/Restaurant_Review-g34438-d5078244-Reviews-Aklan_Cafe_Atbp-Miami_Florida.html,,,"255 East Flagler St., Miami, FL 33131",TripAdvisor,33131,TRUE,33131
"China Inn
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d4193470-Reviews-China_Inn-Miami_Florida.html,,,"13868 SW 88th St, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
El Huarike Peruano,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204380-Reviews-El_Huarike_Peruano-Miami_Florida.html,"1,400 of 3,600",1,"7371 NW 36th St, Miami, FL 33166",TripAdvisor,33166,TRUE,33166
Ceviche Del Rey of Kendall,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192738-Reviews-Ceviche_Del_Rey_of_Kendall-Miami_Florida.html,"917 of 3,600",1,"9947 SW 142nd Ave, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
7 Pecados Kitchen & Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d6413035-Reviews-7_Pecados_Kitchen_Grill-Miami_Florida.html,"1,805 of 3,600",1,"1435 Brickell Avenue, Four Seasons Hotel Miami, 3rd Floor, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207609-Reviews-Wendy_s-Miami_Florida.html,"1,770 of 3,600",3,"6601 SW 57th Ave, Miami, FL 33143-3628",TripAdvisor,-3628,FALSE,33143
"On the Border
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d474126-Reviews-On_the_Border-Miami_Florida.html,,3,"16375 Biscayne Blvd., Miami, FL 33160",TripAdvisor,33160,TRUE,33160
El Gallito Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d5485107-Reviews-El_Gallito_Bakery-Miami_Florida.html,,,"1551 SW 27th Ave, Miami, FL 33145",TripAdvisor,33145,TRUE,33145
Indigo Seven,http://www.tripadvisor.in/Restaurant_Review-g34438-d4508839-Reviews-Indigo_Seven-Miami_Florida.html,,,"14135 NW 7th Ave, Miami, FL 33168",TripAdvisor,33168,TRUE,33168
D Services,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182124-Reviews-D_Services-Miami_Florida.html,,,"11397 W Flagler St, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
T.O. Pizza Shop,http://www.tripadvisor.in/Restaurant_Review-g34438-d4006129-Reviews-T_O_Pizza_Shop-Miami_Florida.html,"1,806 of 3,600",,"2773 Coral Way, Miami, FL 33145 (Formerly T O Pizza Shop)",TripAdvisor,Shop),FALSE,
Electric Pickle,http://www.tripadvisor.in/Restaurant_Review-g34438-d4731137-Reviews-Electric_Pickle-Miami_Florida.html,,,"2826 N Miami Ave, Miami, FL 33127",TripAdvisor,33127,TRUE,33127
El Honduereno,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194055-Reviews-El_Honduereno-Miami_Florida.html,,,"2395 NW 36th St, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Cariflex,http://www.tripadvisor.in/Restaurant_Review-g34438-d5032524-Reviews-Cariflex-Miami_Florida.html,,,"14291 SW 120th St, Ste 113, Miami, FL 33186-7287",TripAdvisor,-7287,FALSE,33186
Argentina Steak House,http://www.tripadvisor.in/Restaurant_Review-g34438-d2405995-Reviews-Argentina_Steak_House-Miami_Florida.html,"167 of 3,600",17,"7369 Northwest 36th Street, Miami, FL 33166",TripAdvisor,33166,TRUE,33166
All in the Family Grocery-Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207921-Reviews-All_in_the_Family_Grocery_Cafe-Miami_Florida.html,,,"5520 NW 17th Ave, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Starbucks,http://www.tripadvisor.in/Restaurant_Review-g34438-d4274103-Reviews-Starbucks-Miami_Florida.html,"559 of 3,600",22,"3015 Grand Ave, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207542-Reviews-Wendy_s-Miami_Florida.html,,,"1651 SW 107th Ave, Miami, FL 33165",TripAdvisor,33165,TRUE,33165
Marina's Bar Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4197632-Reviews-Marina_s_Bar_Restaurant-Miami_Florida.html,,,"1186 NW 103rd St, Miami, FL 33150",TripAdvisor,33150,TRUE,33150
Madrid Tapas y Vinos,http://www.tripadvisor.in/Restaurant_Review-g34438-d2414544-Reviews-Madrid_Tapas_y_Vinos-Miami_Florida.html,"253 of 3,600",14,"525 NW Le Jeune Road, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
Carlos Seafood Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196471-Reviews-Carlos_Seafood_Restaurant-Miami_Florida.html,,,"17740 Homestead Ave, Miami, FL 33157",TripAdvisor,33157,TRUE,33157
MLK Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194054-Reviews-MLK_Restaurant-Miami_Florida.html,,,"2469 NW 62nd St, Miami, FL 33147",TripAdvisor,33147,TRUE,33147
Sweet Point,http://www.tripadvisor.in/Restaurant_Review-g34438-d2254842-Reviews-Sweet_Point-Miami_Florida.html,"1,748 of 3,600",2,"3252 NE 1st Ave, Ste 108D, Miami, FL 33137-4185",TripAdvisor,-4185,FALSE,33137
Mixt,http://www.tripadvisor.in/Restaurant_Review-g34438-d4474369-Reviews-Mixt-Miami_Florida.html,"1,440 of 3,600",1,"7209 SW 59th Ave Miami Florida 33143, Miami, FL",TripAdvisor,"i, FL",FALSE,
KOBE Japanese Steak & Seafood,http://www.tripadvisor.in/Restaurant_Review-g34438-d983561-Reviews-KOBE_Japanese_Steak_Seafood-Miami_Florida.html,"361 of 3,600",48,"11401 NW 12th st, Dolphin Mall, Miami, FL",TripAdvisor,"i, FL",FALSE,
